field_id,field_name,commodity_2023,field_acres,year,yield_bu_ac,avg_temp_c,max_temp_c,min_temp_c,annual_precip_mm,avg_rh_pct,avg_wind_m_s
F025,Hickory Hill,Alfalfa,171,2024,10.5,13.278688524590164,41.4,-18.6,279.7,69.77595628415301,5.654918032786885
F026,Walnut Farm,Soybeans,158,2024,84.1,12.687978142076503,43.4,-18.3,282.7,69.5172131147541,5.504644808743169
F027,Chestnut Field,Corn,249,2024,219.9,13.492622950819673,45.8,-15.3,293.3,69.13715846994536,5.673497267759563
F028,Sycamore Plot,Corn,196,2024,183.8,14.135792349726776,45.3,-18.2,363.5,69.73715846994536,5.615846994535519
F029,Cottonwood,Soybeans,235,2024,61.0,12.6775956284153,42.8,-18.2,333.5,68.57786885245902,5.5683060109289615
F030,Aspen Ridge,Alfalfa,105,2024,11.5,13.598633879781422,42.7,-17.0,272.7,69.29508196721312,5.745901639344262
F031,River Bend,Alfalfa,55,2024,9.9,12.996994535519125,43.9,-14.6,429.1,69.94289617486338,5.652459016393443
F032,Hillcrest,Wheat,121,2024,61.9,13.498360655737704,42.8,-21.3,323.4,69.26475409836065,5.557103825136612
F033,Farmers Fields,Wheat,241,2024,57.1,14.108196721311476,43.3,-15.2,317.7,68.8775956284153,5.630054644808743
F034,Green Pasture,Soybeans,133,2024,70.6,14.157103825136613,42.2,-16.7,375.5,69.14508196721312,5.5683060109289615
F035,Sunny Meadow,Corn,171,2024,201.0,13.679508196721311,46.2,-18.2,266.3,68.6551912568306,5.58879781420765
F036,Golden Fields,Soybeans,156,2024,42.6,13.488524590163935,44.2,-14.8,253.8,67.9603825136612,5.693989071038251
F037,Old Orchard,Corn,156,2024,184.5,13.258196721311476,43.0,-19.4,309.1,69.54371584699453,5.693989071038251
F038,Wildflower,Wheat,158,2024,50.8,13.537978142076502,46.8,-17.1,261.0,68.27021857923498,5.769398907103825
F039,Clover Creek,Wheat,161,2024,65.1,12.559289617486339,43.0,-16.4,297.9,68.6412568306011,5.5404371584699454
F040,Marsh View,Wheat,228,2024,44.9,12.648360655737706,44.6,-16.7,355.2,69.2724043715847,5.66775956284153
F041,Riverside,Soybeans,126,2024,55.6,13.264207650273223,43.7,-17.6,342.3,69.19234972677596,5.478961748633879
F042,Lakeside,Soybeans,237,2024,62.6,12.381420765027324,42.4,-16.1,309.4,69.0051912568306,5.500819672131147
F043,Mountain View,Corn,181,2024,188.3,13.414207650273225,42.2,-19.6,220.4,68.68852459016394,5.628142076502733
F044,Valley View,Alfalfa,116,2024,8.8,13.491530054644807,42.8,-17.4,327.9,70.22896174863388,5.64016393442623
F045,Forest Edge,Wheat,87,2024,65.3,14.066120218579234,42.7,-16.9,247.0,68.29890710382514,6.018852459016394
F046,Woodland,Alfalfa,87,2024,9.3,12.469945355191257,41.4,-16.2,278.3,70.14945355191257,5.732513661202185
F047,Stone Creek,Wheat,100,2024,45.4,13.194262295081968,42.2,-16.6,274.5,68.47622950819672,5.506830601092896
F048,Sand Ridge,Wheat,166,2024,41.2,12.979781420765029,42.4,-17.4,336.8,69.89098360655737,5.697540983606558
F049,Rocky Hill,Soybeans,112,2024,73.0,14.224590163934426,46.7,-15.1,273.9,67.50409836065573,5.999726775956284
F050,Quiet Acres,Corn,78,2024,196.8,14.311475409836065,42.3,-14.6,374.0,68.76256830601092,5.863387978142076
F051,Hidden Valley,Wheat,159,2024,50.9,13.894262295081967,44.6,-15.9,323.1,68.87377049180327,5.668579234972677
F052,Dew Point,Alfalfa,137,2024,12.0,13.71584699453552,43.2,-17.5,393.7,70.08360655737704,5.642896174863388
F053,Morning Mist,Alfalfa,197,2024,11.4,14.247540983606559,43.2,-16.0,220.2,68.35737704918033,5.598907103825136
F054,Evening Shade,Wheat,163,2024,46.1,13.993989071038252,42.1,-15.7,318.40000000000003,70.05819672131148,5.776502732240437
F055,Sunrise Field,Corn,171,2024,191.5,12.46120218579235,43.3,-15.6,265.0,67.72513661202186,5.538524590163934
F056,Sunset Meadow,Wheat,242,2024,71.5,13.032513661202184,42.7,-19.7,336.5,68.99562841530054,5.531420765027322
F057,Twilight Pasture,Corn,130,2024,240.8,13.40601092896175,43.5,-17.1,244.6,69.18442622950819,5.723497267759563
F058,Dawn Creek,Soybeans,98,2024,69.8,12.772404371584699,42.0,-18.6,275.7,68.94371584699454,5.7054644808743165
F059,Dusk Valley,Wheat,96,2024,49.0,14.488524590163935,44.5,-16.1,283.3,69.47786885245903,5.7098360655737705
F060,Blue Sky,Soybeans,66,2024,65.7,13.078142076502733,43.4,-16.9,396.8,68.84371584699453,5.598633879781421
F061,Green Leaf,Corn,104,2024,203.6,13.616666666666665,43.9,-15.7,294.5,67.63989071038252,5.513934426229508
F062,Golden Sun,Corn,226,2024,217.4,13.16502732240437,42.6,-17.3,288.3,68.68907103825137,5.609289617486339
F063,Silver Moon,Alfalfa,202,2024,9.9,13.410382513661201,45.4,-18.1,351.9,68.95109289617486,5.7601092896174855
F064,Red Barn,Corn,171,2024,215.6,14.357923497267759,45.1,-14.8,349.1,69.15,5.733333333333333
F065,White Fence,Soybeans,202,2024,59.0,12.342896174863387,42.8,-19.5,319.5,69.53415300546447,5.673497267759563
F066,Old Mill,Corn,111,2024,222.1,12.155737704918034,40.6,-20.8,254.6,69.12185792349726,5.553551912568306
F067,Country Road,Soybeans,215,2024,72.2,13.418032786885245,41.3,-16.5,288.1,68.50874316939891,5.442896174863388
F068,Farm House,Corn,66,2024,242.5,13.51639344262295,42.2,-16.1,254.4,68.71994535519126,5.789344262295082
F069,Pond Side,Corn,66,2024,238.5,12.748087431693989,40.7,-19.3,273.4,69.66448087431694,5.732786885245901
F070,Woods Edge,Soybeans,107,2024,56.0,13.326775956284154,43.0,-18.1,294.4,69.1207650273224,5.704644808743169
F071,Garden Spot,Alfalfa,70,2024,10.0,14.345628415300547,44.3,-16.2,265.3,69.24180327868852,5.6292349726775965
F072,Harvest Moon,Wheat,194,2024,52.8,14.218032786885246,44.0,-16.2,220.8,67.07185792349726,5.750546448087431
F073,Spring Rain,Soybeans,225,2024,71.4,12.596994535519126,41.4,-18.7,375.0,70.5035519125683,5.5442622950819676
F074,Winter Snow,Corn,228,2024,203.2,13.980874316939891,45.1,-18.0,265.2,68.58661202185793,5.69672131147541
F075,Summer Heat,Alfalfa,215,2024,11.3,13.069398907103825,42.5,-16.8,326.3,69.63524590163935,5.49016393442623
F076,Fall Leaves,Soybeans,176,2024,82.9,13.773770491803278,42.5,-16.5,321.4,69.63278688524589,5.703825136612021
F077,North Ridge,Soybeans,185,2024,74.3,14.192896174863389,46.4,-15.0,338.6,68.77103825136612,5.709016393442623
F078,South Slope,Alfalfa,238,2024,10.1,13.805737704918032,43.8,-16.9,271.0,67.67868852459017,5.654371584699454
F079,East Valley,Soybeans,174,2024,71.6,14.490163934426228,44.1,-15.9,411.7,70.07513661202186,5.563387978142076
F080,West Hill,Wheat,172,2024,44.3,13.605464480874318,43.2,-18.8,328.0,68.49043715846994,5.691530054644809
F081,Center Field,Corn,220,2024,205.9,13.447267759562841,43.7,-17.1,256.4,69.51311475409835,5.558196721311475
F082,Middle Pasture,Alfalfa,78,2024,11.2,13.26775956284153,42.0,-16.5,338.8,68.26612021857923,5.460928961748634
F083,Upper Meadow,Wheat,221,2024,50.8,13.558743169398907,47.9,-16.0,272.8,68.62486338797814,5.554098360655738
F084,Lower Creek,Alfalfa,207,2024,10.9,14.01584699453552,42.4,-18.0,341.09999999999997,69.79781420765028,5.716666666666667
F085,Upper Ridge,Alfalfa,138,2024,11.5,13.013387978142076,42.7,-19.8,351.3,67.96475409836066,5.578415300546448
F086,Lower Valley,Corn,114,2024,189.3,13.71584699453552,42.0,-17.7,375.1,69.87978142076503,5.7079234972677595
F087,Highland,Alfalfa,247,2024,10.8,14.031693989071039,45.5,-15.5,328.4,70.3120218579235,5.629508196721312
F088,Lowland,Corn,74,2024,205.5,13.533060109289618,42.9,-17.4,272.7,67.95874316939891,5.689617486338798
F089,Prime Acres,Corn,56,2024,189.1,13.698360655737705,42.4,-16.3,300.3,69.09590163934426,5.583879781420765
F090,Heritage Farm,Wheat,58,2024,43.8,13.948087431693988,42.4,-17.2,303.1,69.0448087431694,5.662568306010929
F091,Family Fields,Soybeans,98,2024,77.8,13.243715846994535,42.8,-16.4,277.5,68.624043715847,5.703551912568306
F092,Legacy Pasture,Corn,174,2024,193.7,13.45928961748634,42.3,-17.1,283.3,70.75710382513661,5.611748633879782
F093,Founders Field,Alfalfa,98,2024,11.2,13.194262295081968,42.2,-16.6,274.5,68.47622950819672,5.506830601092896
F094,Pioneer Plot,Alfalfa,199,2024,10.9,13.310655737704918,44.1,-16.3,226.5,68.14371584699452,5.581693989071039
F095,Settlement Field,Wheat,54,2024,69.2,12.993442622950822,44.2,-15.8,346.8,68.1948087431694,5.554098360655738
F096,Homestead Meadow,Soybeans,242,2024,66.8,13.069398907103825,42.5,-16.8,326.3,69.63524590163935,5.49016393442623
F097,Colonial Creek,Alfalfa,116,2024,10.1,13.16502732240437,42.6,-17.3,288.3,68.68907103825137,5.609289617486339
F098,Historic Farm,Corn,180,2024,241.6,13.74672131147541,47.2,-17.2,277.0,69.96885245901639,5.729781420765027
F099,Liberty Field,Soybeans,54,2024,45.9,13.679508196721311,46.2,-18.2,266.3,68.6551912568306,5.58879781420765
F100,Freedom Pasture,Wheat,150,2024,65.4,13.768579234972679,44.1,-18.1,287.7,69.02896174863388,5.689617486338798
F101,Prairie Wind,Wheat,214,2024,69.1,12.960382513661202,45.4,-16.4,310.7,67.62540983606557,5.677322404371585
F102,Golden Harvest,Wheat,156,2024,41.8,13.01967213114754,42.0,-16.4,325.6,69.3016393442623,5.537431693989071
F103,Sunny Slope,Wheat,236,2024,52.1,14.158743169398909,42.7,-17.2,329.8,69.58633879781421,5.698087431693989
F104,Rolling Hills,Soybeans,56,2024,66.1,13.557103825136611,43.8,-16.4,335.4,70.00546448087432,5.593169398907103
F105,Meadow Brook,Wheat,213,2024,39.9,12.321857923497268,42.5,-20.2,294.5,67.77868852459017,5.647540983606557
F106,Old Farmstead,Soybeans,241,2024,69.2,13.229234972677595,42.6,-16.0,333.8,69.15136612021858,5.523770491803279
F107,River Valley,Soybeans,247,2024,55.2,13.134972677595627,43.2,-17.1,250.5,69.26475409836065,5.77568306010929
F108,Creek Side,Soybeans,235,2024,42.4,12.593169398907104,41.1,-18.2,315.9,68.73524590163935,5.724590163934426
F109,Hilltop View,Alfalfa,53,2024,11.2,13.217486338797816,42.2,-16.0,313.5,68.7379781420765,5.5961748633879775
F110,Valley Floor,Alfalfa,218,2024,8.7,13.773770491803278,42.5,-16.5,321.4,69.63278688524589,5.703825136612021
F111,North Pasture,Soybeans,193,2024,59.7,13.07622950819672,42.0,-19.2,357.5,70.0912568306011,5.565027322404371
F112,South Meadow,Alfalfa,124,2024,11.0,12.640983606557379,42.3,-17.8,288.9,69.72404371584699,5.488251366120219
F113,East Ridge,Alfalfa,80,2024,9.0,13.618579234972676,43.2,-18.4,289.4,67.90901639344263,5.71448087431694
F114,West Field,Corn,127,2024,217.3,14.060109289617486,42.6,-16.7,245.1,67.82841530054645,5.750819672131148
F115,Center Pasture,Alfalfa,208,2024,10.3,12.867213114754097,42.0,-17.1,287.2,68.75191256830601,5.572677595628415
F116,Corner Plot,Corn,162,2024,219.3,12.848633879781422,43.7,-16.9,336.4,69.22103825136612,5.594262295081967
F117,Back Forty,Alfalfa,82,2024,9.7,13.736612021857924,44.1,-18.7,310.1,68.71448087431693,5.6806010928961745
F118,Front Acres,Alfalfa,164,2024,10.5,12.78743169398907,41.2,-17.3,346.1,70.14098360655737,5.673224043715847
F119,Home Farm,Corn,202,2024,229.5,12.563387978142076,40.6,-18.2,318.6,69.21857923497268,5.7054644808743165
F120,Cross Creek,Alfalfa,121,2024,10.5,13.922950819672131,42.0,-19.8,277.5,68.40546448087431,5.6232240437158465
F121,Deep Water,Corn,230,2024,214.4,13.400819672131147,45.6,-21.4,366.2,69.49726775956285,5.750546448087431
F122,Sandy Loam,Alfalfa,241,2024,10.0,13.781967213114754,46.8,-19.8,278.5,69.63715846994536,5.867486338797814
F123,Clay Bank,Wheat,237,2024,63.1,13.217486338797816,42.2,-16.0,313.5,68.7379781420765,5.5961748633879775
F124,Gravel Pit,Wheat,72,2024,57.0,13.143169398907103,40.8,-15.9,301.4,68.51530054644809,5.675409836065573
F125,Timber Edge,Corn,217,2024,230.5,13.638524590163934,44.1,-15.1,263.8,68.49535519125683,5.837158469945355
F126,Oak Hill,Corn,224,2024,225.9,13.955191256830602,44.0,-16.7,311.0,68.76994535519125,5.703551912568306
F127,Maple Grove,Alfalfa,77,2024,9.1,13.984426229508196,43.2,-15.4,362.90000000000003,67.9603825136612,5.660655737704919
F128,Cedar Lane,Soybeans,226,2024,64.5,12.912841530054646,40.6,-16.6,300.0,69.01420765027322,5.39672131147541
F129,Pine Ridge,Soybeans,176,2024,62.5,14.057923497267758,43.3,-16.9,309.0,69.13989071038252,5.769398907103825
F130,Birch Run,Alfalfa,80,2024,8.9,13.73360655737705,43.0,-15.9,317.3,69.46584699453553,5.771584699453552
F131,Willow Bend,Soybeans,141,2024,80.4,14.224590163934426,46.7,-15.1,273.9,67.50409836065573,5.999726775956284
F132,Elm Creek,Corn,241,2024,199.8,13.543169398907104,44.5,-18.1,331.3,68.80191256830601,5.805737704918033
F133,Ash Grove,Corn,236,2024,205.1,12.889071038251364,44.3,-17.5,330.3,68.22677595628416,5.524316939890711
F134,Spruce Point,Wheat,109,2024,67.1,12.452185792349727,42.0,-19.7,239.6,68.32841530054645,5.425683060109289
F135,Fir Branch,Wheat,224,2024,70.0,14.431967213114755,43.6,-14.9,401.5,68.89945355191257,5.554371584699454
F136,Juniper Field,Alfalfa,94,2024,9.6,14.148360655737706,42.6,-17.3,326.1,69.25737704918033,5.785792349726775
F137,Cypress Swamp,Soybeans,90,2024,67.6,13.078142076502733,44.7,-14.4,302.0,67.99836065573771,5.583060109289618
F138,Redbud Patch,Corn,183,2024,237.1,14.057923497267758,43.3,-16.9,309.0,69.13989071038252,5.769398907103825
F139,Dogwood Corner,Soybeans,193,2024,76.3,14.418306010928962,46.8,-16.6,361.2,69.35300546448087,5.701912568306011
F140,Magnolia Plot,Soybeans,225,2024,72.7,12.736612021857924,44.9,-18.4,310.1,68.09371584699453,5.68879781420765
F141,Hickory Hollow,Wheat,192,2024,70.2,12.525136612021857,43.4,-17.7,292.6,68.13715846994536,5.586885245901639
F142,Walnut Grove,Corn,154,2024,253.5,12.397540983606557,44.3,-21.5,390.9,68.83251366120219,5.68224043715847
F143,Chestnut Hill,Corn,208,2024,189.9,13.972131147540985,46.1,-17.5,215.2,67.68333333333332,5.697540983606558
F144,Sycamore Ridge,Corn,244,2024,244.4,13.899726775956285,41.7,-15.1,247.5,69.16311475409836,5.701912568306011
F145,Poplar Field,Alfalfa,209,2024,10.3,14.299453551912569,45.3,-14.2,315.7,69.16448087431694,5.82896174863388
F146,Cotton Row,Soybeans,234,2024,52.0,13.212841530054645,43.2,-17.1,292.8,69.62896174863388,5.61775956284153
F147,Tobacco Barn,Corn,177,2024,214.4,13.678142076502732,44.1,-15.5,309.7,69.08852459016394,5.777322404371585
F148,Corn Patch,Corn,132,2024,202.5,14.033879781420763,43.3,-18.8,292.3,69.53005464480874,5.661475409836065
F149,Soybean Field,Alfalfa,174,2024,10.6,14.489617486338798,44.9,-15.4,307.2,69.27049180327869,5.522131147540984
F150,Wheat Acre,Corn,180,2024,249.0,13.553005464480874,51.5,-16.0,258.1,69.47595628415301,5.6838797814207656
F151,Alfalfa Stand,Wheat,186,2024,70.8,13.229234972677595,42.6,-16.0,333.8,69.15136612021858,5.523770491803279
F152,Clover Field,Soybeans,142,2024,62.5,14.142349726775958,43.1,-17.8,342.0,70.12950819672132,5.782513661202186
F153,Bluegrass Pasture,Soybeans,205,2024,82.4,13.830874316939891,45.4,-16.2,331.5,68.85956284153005,5.777868852459016
F154,Fescue Meadow,Soybeans,158,2024,52.3,13.096174863387978,43.8,-16.7,318.2,68.59945355191257,5.5398907103825135
F155,Timothy Lot,Alfalfa,183,2024,11.5,14.223224043715847,44.2,-17.9,224.9,69.70655737704918,5.676229508196721
F156,Brome Grass,Soybeans,76,2024,60.8,13.212841530054645,43.2,-17.1,292.8,69.62896174863388,5.61775956284153
F157,Orchard Row,Corn,89,2024,203.0,13.01967213114754,42.0,-16.4,325.6,69.3016393442623,5.537431693989071
F158,Vineyard Hill,Wheat,77,2024,47.3,13.698360655737705,42.4,-16.3,300.3,69.09590163934426,5.583879781420765
F159,Berry Patch,Wheat,191,2024,58.8,12.98551912568306,41.2,-15.8,327.1,70.22213114754098,5.577868852459017
F160,Vegetable Plot,Alfalfa,168,2024,10.3,13.049453551912569,43.7,-17.8,349.4,69.76065573770492,5.575136612021858
F161,Garden Row,Alfalfa,180,2024,9.1,13.809562841530056,41.0,-14.3,289.3,69.71174863387978,5.660382513661202
F162,Orchard Acre,Corn,145,2024,193.7,12.3948087431694,44.0,-19.0,316.7,68.13661202185793,5.562568306010929
F163,Fruit Grove,Wheat,204,2024,51.8,13.687431693989073,44.6,-16.2,251.6,69.06120218579235,5.701092896174863
F164,Nut Orchard,Alfalfa,150,2024,8.4,14.025683060109289,43.8,-16.3,344.0,68.25245901639344,5.752732240437158
F165,Silage Field,Corn,124,2024,194.0,13.015573770491804,42.6,-18.9,325.1,69.35901639344263,5.426502732240437
F166,Cover Crop,Corn,190,2024,194.4,14.313661202185793,42.9,-17.8,357.4,69.14590163934426,5.665846994535519
F167,Green Manure,Alfalfa,70,2024,10.7,13.543169398907104,44.5,-18.1,331.3,68.80191256830601,5.805737704918033
F168,Fallow Ground,Soybeans,58,2024,48.3,13.631693989071037,42.5,-19.3,316.6,69.59426229508196,5.7366120218579235
F169,Set Aside,Corn,226,2024,190.4,12.989071038251366,44.5,-24.5,232.9,68.5827868852459,5.54344262295082
F170,Conservation Area,Alfalfa,172,2024,10.0,13.50792349726776,44.1,-15.9,359.4,69.23934426229508,5.596448087431694
F171,Wetland Buffer,Alfalfa,236,2024,8.9,13.795081967213115,42.4,-18.1,240.6,67.96666666666667,5.502185792349727
F172,Filter Strip,Corn,92,2024,252.3,14.157103825136613,42.2,-16.7,375.5,69.14508196721312,5.5683060109289615
F173,Grass Waterway,Wheat,119,2024,68.1,12.328142076502733,43.1,-20.9,305.4,69.10710382513662,5.615027322404371
F174,Terrace Row,Wheat,156,2024,39.6,12.893715846994537,41.0,-17.6,228.6,69.6292349726776,5.628142076502733
F175,Contour Strip,Corn,127,2024,201.9,13.608469945355191,42.1,-16.3,301.4,68.40245901639344,5.822131147540984
F176,Windbreak Lane,Alfalfa,97,2024,9.8,12.675956284153004,41.5,-16.6,279.1,70.57349726775956,5.633333333333334
F177,Shelter Belt,Soybeans,58,2024,68.7,12.674863387978142,41.6,-16.9,327.6,68.30136612021857,5.441256830601093
F178,Hedgerow Field,Soybeans,206,2024,66.6,13.679508196721311,46.2,-18.2,266.3,68.6551912568306,5.58879781420765
F179,Pollinator Patch,Soybeans,89,2024,65.5,13.43224043715847,44.5,-18.2,250.4,68.86803278688525,5.65928961748634
F180,Wildlife Food Plot,Corn,116,2024,230.5,12.176229508196721,40.0,-17.3,273.9,69.00819672131148,5.5994535519125685
F181,Native Prairie,Alfalfa,53,2024,10.1,12.168579234972677,41.9,-17.1,305.4,68.95027322404371,5.533879781420765
F182,Restored Wetland,Corn,157,2024,195.1,14.41448087431694,46.4,-14.1,221.3,68.27677595628415,5.735792349726776
F183,Woodland Edge,Corn,180,2024,238.6,12.581420765027323,42.7,-17.7,359.0,69.75956284153006,5.681147540983607
F184,Riparian Zone,Soybeans,141,2024,66.6,13.31448087431694,42.7,-20.8,321.0,69.71174863387978,5.745355191256831
F185,Steep Pasture,Soybeans,66,2024,57.2,13.277595628415302,41.5,-18.5,346.4,68.60928961748634,5.565573770491803
F186,Gentle Slope,Alfalfa,110,2024,9.2,12.988251366120219,41.6,-22.3,329.6,68.29863387978142,5.549726775956285
F187,Level Terrain,Alfalfa,168,2024,9.2,14.179508196721311,44.5,-15.5,312.3,69.03251366120219,5.790983606557377
F188,Rolling Upland,Corn,226,2024,223.9,13.96448087431694,43.6,-14.7,310.1,68.81393442622951,5.776502732240437
F189,Bottom Floodplain,Corn,98,2024,250.8,12.519945355191258,41.5,-21.3,345.2,69.0516393442623,5.742896174863389
F190,Terrace Top,Alfalfa,86,2024,10.5,12.34016393442623,41.4,-17.6,248.6,69.20983606557377,5.579234972677596
F191,Hill Shoulder,Corn,86,2024,187.8,13.771857923497267,42.5,-16.4,291.4,68.28743169398908,5.778142076502733
F192,Valley Bottom,Wheat,122,2024,53.9,13.778142076502732,44.0,-19.2,266.6,67.67486338797814,5.743169398907104
F193,Plateau Field,Wheat,132,2024,67.7,12.35191256830601,41.4,-20.4,285.8,70.51092896174863,5.653551912568306
F194,Escarpment Edge,Alfalfa,101,2024,11.5,13.739071038251366,41.0,-15.4,262.3,67.59754098360656,5.785792349726775
F195,Draw Meadow,Alfalfa,67,2024,9.2,14.033879781420763,43.3,-18.8,292.3,69.53005464480874,5.661475409836065
F196,Seepage Area,Wheat,231,2024,63.1,13.17568306010929,42.0,-15.6,309.4,69.848087431694,5.5699453551912566
F197,Spring Fed,Alfalfa,188,2024,9.8,14.331967213114755,42.9,-16.6,355.1,69.41830601092896,5.890710382513661
F198,Rainwater Catch,Soybeans,173,2024,58.4,12.270765027322405,43.3,-20.1,395.2,69.50983606557377,5.786885245901639
F199,Irrigation Plot,Wheat,96,2024,67.9,13.44672131147541,43.3,-17.0,336.6,68.17841530054645,5.6792349726775955
F200,Dry Land Acre,Wheat,123,2024,46.1,12.787978142076502,40.9,-16.3,265.0,69.23169398907103,5.786065573770491
F001,North Field,Wheat,179,2025,64.3,14.055068493150685,43.8,-17.9,371.7,69.55342465753425,5.818630136986302
F002,South Field,Soybeans,138,2025,69.9,14.192602739726027,43.6,-16.1,309.5,68.61945205479452,5.7345205479452055
F003,East Field,Corn,240,2025,181.7,14.377534246575342,44.1,-18.1,347.6,68.41013698630137,5.921643835616439
F004,West Field,Alfalfa,64,2025,10.1,13.61753424657534,42.0,-18.1,335.0,68.64958904109588,5.635068493150685
F005,Valley Plot,Corn,200,2025,182.3,13.84027397260274,46.6,-15.7,295.1,69.12849315068493,5.552054794520548
F006,Hilltop Field,Soybeans,145,2025,77.6,13.487397260273971,43.6,-19.9,371.2,70.40547945205479,5.748493150684931
F007,Meadow Pasture,Soybeans,177,2025,51.6,13.188493150684932,42.0,-17.8,358.5,68.70027397260273,5.728219178082193
F008,Cropland A,Corn,145,2025,199.8,14.495616438356164,43.3,-17.4,376.4,69.5958904109589,5.64958904109589
F009,Cropland B,Soybeans,221,2025,71.6,13.687123287671234,42.8,-17.5,292.3,68.30109589041096,5.396712328767123
F010,Pasture North,Wheat,236,2025,67.9,14.244109589041097,41.3,-19.0,260.8,68.70821917808219,5.529041095890411
F011,Ridge Field,Alfalfa,161,2025,8.9,11.971780821917807,40.0,-17.9,319.7,68.50027397260274,5.593424657534246
F012,Bottomland,Alfalfa,133,2025,11.7,12.09917808219178,41.7,-20.8,343.9,69.16465753424657,5.541917808219178
F013,Oak Grove,Corn,177,2025,228.7,13.912328767123288,43.8,-16.7,296.7,69.24383561643836,5.52054794520548
F014,Maple Creek,Wheat,98,2025,52.1,12.291780821917808,44.4,-16.6,288.2,68.68273972602739,5.762739726027397
F015,Prairie View,Soybeans,103,2025,70.5,13.621095890410958,43.4,-17.2,247.0,68.83780821917809,5.6257534246575345
F016,Spring Hill,Alfalfa,109,2025,10.5,13.56191780821918,44.9,-17.3,299.0,68.86054794520548,5.729863013698631
F017,Elm Lane,Corn,98,2025,176.7,13.257534246575343,45.5,-15.6,341.5,69.9331506849315,5.651780821917808
F018,Cedar Rapids,Alfalfa,207,2025,9.5,13.785479452054794,45.7,-18.3,330.6,68.44739726027397,5.657808219178082
F019,Pine Haven,Soybeans,178,2025,50.3,13.086027397260272,43.1,-19.3,317.2,68.87041095890412,5.563287671232876
F020,Birch Meadow,Soybeans,225,2025,72.4,13.36,42.3,-18.2,303.0,69.3290410958904,5.69013698630137
F021,Willow Creek,Corn,209,2025,197.1,13.988219178082192,44.5,-17.3,332.8,69.39068493150684,5.622465753424657
F022,Maple Grove,Alfalfa,130,2025,9.3,12.836712328767122,43.2,-18.3,351.7,69.1041095890411,5.568493150684931
F023,Red Oak,Soybeans,85,2025,73.8,14.135616438356164,45.7,-14.1,310.4,68.80109589041096,5.749315068493151
F024,Silver Lake,Soybeans,196,2025,66.9,11.597260273972603,41.9,-19.4,223.4,68.02958904109589,5.404383561643836
F025,Hickory Hill,Alfalfa,171,2025,9.5,12.714794520547944,42.3,-18.5,302.1,68.3309589041096,5.716712328767123
F026,Walnut Farm,Soybeans,158,2025,85.4,13.24054794520548,43.4,-19.5,279.1,70.35205479452055,5.769315068493151
F027,Chestnut Field,Corn,249,2025,222.8,14.135616438356164,45.7,-14.1,310.4,68.80109589041096,5.749315068493151
F028,Sycamore Plot,Corn,196,2025,187.0,14.228767123287671,43.6,-16.3,343.0,67.93479452054795,5.544109589041096
F029,Cottonwood,Soybeans,235,2025,61.9,12.73890410958904,41.4,-16.4,387.2,68.82082191780822,5.493972602739726
F030,Aspen Ridge,Alfalfa,105,2025,10.7,14.384657534246575,45.0,-15.6,288.8,69.47397260273972,5.905753424657534
F031,River Bend,Alfalfa,55,2025,10.3,12.650410958904109,44.4,-16.8,287.5,68.39671232876712,5.651232876712328
F032,Hillcrest,Wheat,121,2025,61.7,13.831232876712328,42.4,-15.3,348.5,70.18328767123288,5.69013698630137
F033,Farmers Fields,Wheat,241,2025,59.5,14.518904109589041,43.5,-15.7,304.6,69.21835616438356,5.642739726027397
F034,Green Pasture,Soybeans,133,2025,65.8,12.977534246575344,44.6,-18.9,287.9,69.58219178082192,5.54082191780822
F035,Sunny Meadow,Corn,171,2025,186.7,13.94054794520548,47.4,-17.7,340.3,68.57534246575342,5.613150684931507
F036,Golden Fields,Soybeans,156,2025,44.8,14.02082191780822,42.9,-15.5,260.6,68.64246575342466,5.602739726027397
F037,Old Orchard,Corn,156,2025,194.7,13.25972602739726,43.9,-19.3,329.2,68.65561643835616,5.713150684931508
F038,Wildflower,Wheat,158,2025,52.3,12.856986301369863,42.7,-22.3,370.5,69.08410958904109,5.650958904109589
F039,Clover Creek,Wheat,161,2025,66.1,12.537534246575342,42.7,-17.2,294.9,68.23232876712329,5.648493150684931
F040,Marsh View,Wheat,228,2025,43.1,12.394520547945206,44.4,-18.0,246.79999999999998,68.80027397260274,5.514246575342466
F041,Riverside,Soybeans,126,2025,58.4,14.004109589041096,44.5,-18.3,400.4,68.4304109589041,5.718082191780821
F042,Lakeside,Soybeans,237,2025,68.6,13.56958904109589,42.8,-15.3,349.0,68.87123287671233,5.525479452054794
F043,Mountain View,Corn,181,2025,191.1,12.785205479452056,41.9,-18.5,256.3,69.46712328767123,5.466849315068494
F044,Valley View,Alfalfa,116,2025,8.4,13.916438356164383,43.7,-18.4,290.1,68.98164383561644,5.70986301369863
F045,Forest Edge,Wheat,87,2025,66.1,13.60164383561644,42.6,-20.1,328.9,70.15561643835616,5.76986301369863
F046,Woodland,Alfalfa,87,2025,9.0,12.09917808219178,41.7,-20.8,343.9,69.16465753424657,5.541917808219178
F047,Stone Creek,Wheat,100,2025,45.3,14.259178082191783,44.9,-14.6,253.8,68.52575342465754,5.725479452054795
F048,Sand Ridge,Wheat,166,2025,44.2,13.07945205479452,42.3,-18.5,286.3,69.23698630136987,5.565753424657534
F049,Rocky Hill,Soybeans,112,2025,72.9,14.165479452054793,42.6,-15.5,280.6,70.34082191780823,5.5010958904109595
