latitude,longitude,date,year,month,temperature_max_c,temperature_min_c,temperature_mean_c,precipitation_mm,relative_humidity_pct,wind_speed_m_s
41.81,-93.61,2023-02-01,2023,2,6.8,-9.5,0.6,0.0,53.8,3.0
41.81,-93.61,2023-02-02,2023,2,7.7,-7.9,2.5,0.0,84.1,4.6
41.81,-93.61,2023-02-03,2023,2,13.9,-4.6,3.0,2.4,83.9,2.2
41.81,-93.61,2023-02-04,2023,2,9.9,-12.4,-0.7,0.5,92.8,5.5
41.81,-93.61,2023-02-05,2023,2,11.5,-3.8,2.0,1.3,76.1,5.3
41.81,-93.61,2023-02-06,2023,2,4.1,-11.5,-2.6,0.0,80.5,3.8
41.81,-93.61,2023-02-07,2023,2,8.6,-7.5,-0.5,0.0,78.7,6.9
41.81,-93.61,2023-02-08,2023,2,12.8,-3.8,3.3,0.0,83.4,5.9
41.81,-93.61,2023-02-09,2023,2,11.1,-9.9,0.2,0.0,73.4,4.9
41.81,-93.61,2023-02-10,2023,2,10.6,-10.7,0.8,0.0,83.1,2.3
41.81,-93.61,2023-02-11,2023,2,11.3,-6.4,0.4,0.0,66.9,3.7
41.81,-93.61,2023-02-12,2023,2,6.4,-6.2,-0.6,0.0,63.0,3.7
41.81,-93.61,2023-02-13,2023,2,13.2,-2.7,6.9,0.0,80.9,2.5
41.81,-93.61,2023-02-14,2023,2,13.2,-3.9,7.8,1.2,63.0,7.1
41.81,-93.61,2023-02-15,2023,2,6.7,-4.8,1.3,0.0,46.8,3.2
41.81,-93.61,2023-02-16,2023,2,3.8,-7.4,-2.2,0.0,63.0,7.2
41.81,-93.61,2023-02-17,2023,2,9.0,-6.1,-0.8,0.0,50.6,6.0
41.81,-93.61,2023-02-18,2023,2,11.3,-11.7,0.0,0.0,66.3,2.2
41.81,-93.61,2023-02-19,2023,2,15.1,-5.9,4.6,0.0,53.6,6.5
41.81,-93.61,2023-02-20,2023,2,5.5,-10.5,-0.5,3.8,93.1,6.1
41.81,-93.61,2023-02-21,2023,2,13.3,-4.2,1.5,0.0,66.0,2.9
41.81,-93.61,2023-02-22,2023,2,12.2,-8.0,2.6,2.4,63.7,5.5
41.81,-93.61,2023-02-23,2023,2,8.1,-8.9,-0.9,0.0,62.0,3.5
41.81,-93.61,2023-02-24,2023,2,8.2,-9.6,1.4,0.2,63.9,2.4
41.81,-93.61,2023-02-25,2023,2,4.4,-7.1,-1.5,0.0,73.7,5.8
41.81,-93.61,2023-02-26,2023,2,6.8,-10.2,-2.1,0.0,81.1,5.8
41.81,-93.61,2023-02-27,2023,2,9.4,-7.5,0.7,0.0,71.9,2.2
41.81,-93.61,2023-02-28,2023,2,6.7,-12.4,-1.7,0.0,47.7,6.7
41.81,-93.61,2023-03-01,2023,3,18.2,-1.0,9.0,0.0,53.0,7.1
41.81,-93.61,2023-03-02,2023,3,11.8,-7.0,0.8,2.3,74.3,6.4
41.81,-93.61,2023-03-03,2023,3,15.1,-5.3,4.0,2.9,90.1,3.4
41.81,-93.61,2023-03-04,2023,3,16.5,-2.9,4.7,0.0,56.7,5.7
41.81,-93.61,2023-03-05,2023,3,16.0,1.9,8.1,0.0,46.7,7.3
41.81,-93.61,2023-03-06,2023,3,13.2,-1.6,7.4,0.0,58.5,7.1
41.81,-93.61,2023-03-07,2023,3,9.6,-3.5,2.3,0.0,59.6,3.9
41.81,-93.61,2023-03-08,2023,3,23.5,5.0,11.9,0.0,84.0,6.9
41.81,-93.61,2023-03-09,2023,3,17.5,-2.3,5.6,0.0,57.4,4.2
41.81,-93.61,2023-03-10,2023,3,13.0,-7.8,3.8,0.0,54.9,2.2
41.81,-93.61,2023-03-11,2023,3,10.9,-3.5,5.4,1.8,67.6,7.6
41.81,-93.61,2023-03-12,2023,3,12.1,-0.7,4.9,0.0,61.1,6.9
41.81,-93.61,2023-03-13,2023,3,15.5,-1.5,7.4,0.0,64.9,6.1
41.81,-93.61,2023-03-14,2023,3,9.3,-8.4,1.4,0.0,75.0,4.8
41.81,-93.61,2023-03-15,2023,3,16.8,-0.8,8.1,0.0,84.9,2.4
41.81,-93.61,2023-03-16,2023,3,14.6,-2.3,9.4,0.0,69.5,6.5
41.81,-93.61,2023-03-17,2023,3,18.0,0.7,9.7,0.0,79.0,2.8
41.81,-93.61,2023-03-18,2023,3,18.2,3.5,11.2,0.0,60.8,3.4
41.81,-93.61,2023-03-19,2023,3,10.7,-3.8,2.0,0.0,75.1,6.4
41.81,-93.61,2023-03-20,2023,3,15.2,-3.4,4.8,0.0,78.3,3.0
41.81,-93.61,2023-03-21,2023,3,16.1,2.7,9.1,0.0,53.7,7.2
41.81,-93.61,2023-03-22,2023,3,15.1,1.2,8.4,0.0,53.2,7.3
41.81,-93.61,2023-03-23,2023,3,12.4,-3.6,4.0,1.0,88.5,7.0
41.81,-93.61,2023-03-24,2023,3,15.7,-5.3,5.0,1.4,66.8,2.4
41.81,-93.61,2023-03-25,2023,3,20.6,-1.4,9.9,0.0,84.9,4.9
41.81,-93.61,2023-03-26,2023,3,20.6,3.6,9.4,2.2,65.0,2.5
41.81,-93.61,2023-03-27,2023,3,20.6,1.8,9.1,0.0,77.4,3.4
41.81,-93.61,2023-03-28,2023,3,14.6,-6.3,5.5,0.0,59.5,3.8
41.81,-93.61,2023-03-29,2023,3,14.1,0.7,8.0,0.0,51.1,6.2
41.81,-93.61,2023-03-30,2023,3,21.3,4.4,11.3,0.0,82.4,6.5
41.81,-93.61,2023-03-31,2023,3,14.1,-1.5,7.6,0.0,45.2,2.7
41.81,-93.61,2023-04-01,2023,4,26.1,9.8,17.8,0.0,48.7,3.9
41.81,-93.61,2023-04-02,2023,4,23.6,4.5,14.6,7.4,67.7,2.5
41.81,-93.61,2023-04-03,2023,4,24.3,7.0,17.0,0.1,62.3,3.5
41.81,-93.61,2023-04-04,2023,4,18.6,5.0,12.4,0.0,74.7,3.4
41.81,-93.61,2023-04-05,2023,4,18.8,-0.2,10.5,0.0,67.3,4.6
41.81,-93.61,2023-04-06,2023,4,18.8,4.4,12.7,0.0,70.6,3.7
41.81,-93.61,2023-04-07,2023,4,31.9,12.5,20.3,0.0,69.7,7.4
41.81,-93.61,2023-04-08,2023,4,19.8,2.3,12.5,3.5,66.4,3.8
41.81,-93.61,2023-04-09,2023,4,15.2,-4.1,7.9,0.0,76.1,5.3
41.81,-93.61,2023-04-10,2023,4,26.6,5.9,17.2,0.0,78.1,3.1
41.81,-93.61,2023-04-11,2023,4,21.6,6.6,14.7,0.0,62.1,5.8
41.81,-93.61,2023-04-12,2023,4,23.5,8.0,17.1,0.0,61.1,6.2
41.81,-93.61,2023-04-13,2023,4,17.3,1.2,12.1,0.0,76.7,3.8
41.81,-93.61,2023-04-14,2023,4,22.7,2.2,12.1,0.0,82.5,4.5
41.81,-93.61,2023-04-15,2023,4,17.2,3.7,9.7,1.1,63.7,4.8
41.81,-93.61,2023-04-16,2023,4,21.5,6.4,13.1,0.6,82.7,5.6
41.81,-93.61,2023-04-17,2023,4,23.3,9.0,16.8,0.0,75.4,3.9
41.81,-93.61,2023-04-18,2023,4,24.8,5.2,16.2,3.7,66.5,5.5
41.81,-93.61,2023-04-19,2023,4,17.6,4.9,10.6,0.0,65.3,4.9
41.81,-93.61,2023-04-20,2023,4,17.8,2.2,8.2,0.0,68.2,4.9
41.81,-93.61,2023-04-21,2023,4,23.0,10.2,17.2,0.0,54.4,7.7
41.81,-93.61,2023-04-22,2023,4,20.1,2.3,13.7,0.0,46.6,4.9
41.81,-93.61,2023-04-23,2023,4,25.1,10.4,15.9,1.6,60.1,2.3
41.81,-93.61,2023-04-24,2023,4,20.9,2.7,12.5,0.0,47.6,6.4
41.81,-93.61,2023-04-25,2023,4,23.4,9.6,18.0,0.0,49.7,6.2
41.81,-93.61,2023-04-26,2023,4,21.4,0.5,9.9,0.0,62.2,3.7
41.81,-93.61,2023-04-27,2023,4,24.4,8.1,15.7,0.0,46.2,5.2
41.81,-93.61,2023-04-28,2023,4,22.2,5.9,13.1,0.0,69.7,5.4
41.81,-93.61,2023-04-29,2023,4,24.6,6.7,13.2,0.0,66.7,2.5
41.81,-93.61,2023-04-30,2023,4,25.1,2.1,13.9,0.0,77.1,5.5
41.81,-93.61,2023-05-01,2023,5,31.4,12.8,19.6,0.9,65.1,4.6
41.81,-93.61,2023-05-02,2023,5,25.1,10.0,18.3,3.3,65.2,2.6
41.81,-93.61,2023-05-03,2023,5,22.8,4.5,15.6,0.0,83.4,4.8
41.81,-93.61,2023-05-04,2023,5,27.2,12.0,17.1,3.0,62.7,7.3
41.81,-93.61,2023-05-05,2023,5,29.8,12.3,19.6,0.0,73.6,6.5
41.81,-93.61,2023-05-06,2023,5,32.5,14.6,20.9,0.0,73.5,9.3
41.81,-93.61,2023-05-07,2023,5,25.7,8.1,17.7,6.3,83.3,4.9
41.81,-93.61,2023-05-08,2023,5,30.2,8.9,19.9,0.0,57.3,7.9
41.81,-93.61,2023-05-09,2023,5,33.5,16.7,23.9,19.9,84.0,5.4
41.81,-93.61,2023-05-10,2023,5,22.5,2.4,10.9,0.0,76.8,4.3
41.81,-93.61,2023-05-11,2023,5,24.1,7.3,17.7,0.0,46.8,7.2
41.81,-93.61,2023-05-12,2023,5,18.4,6.7,13.2,0.3,67.6,6.4
41.81,-93.61,2023-05-13,2023,5,26.6,6.4,16.8,0.2,78.7,4.1
41.81,-93.61,2023-05-14,2023,5,30.5,13.6,19.0,0.0,61.2,2.8
41.81,-93.61,2023-05-15,2023,5,32.0,17.6,22.9,0.0,46.5,9.2
41.81,-93.61,2023-05-16,2023,5,24.2,12.2,18.2,0.0,76.0,6.4
41.81,-93.61,2023-05-17,2023,5,24.0,4.2,16.2,1.3,99.9,7.9
41.81,-93.61,2023-05-18,2023,5,21.0,5.7,14.3,0.0,48.1,6.1
41.81,-93.61,2023-05-19,2023,5,25.4,8.7,19.6,0.0,84.6,6.5
41.81,-93.61,2023-05-20,2023,5,23.7,9.1,14.9,0.0,54.2,7.2
41.81,-93.61,2023-05-21,2023,5,25.5,11.8,18.3,5.5,81.0,2.6
41.81,-93.61,2023-05-22,2023,5,24.8,6.4,17.4,0.0,52.5,2.2
41.81,-93.61,2023-05-23,2023,5,21.1,5.5,15.4,0.0,76.3,6.7
41.81,-93.61,2023-05-24,2023,5,26.0,12.2,17.6,0.0,59.0,5.9
41.81,-93.61,2023-05-25,2023,5,27.0,11.3,17.0,6.7,81.1,5.2
41.81,-93.61,2023-05-26,2023,5,24.6,8.5,18.2,0.0,65.1,6.2
41.81,-93.61,2023-05-27,2023,5,28.0,11.6,19.4,0.9,79.2,4.4
41.81,-93.61,2023-05-28,2023,5,30.5,15.0,21.1,0.0,75.7,8.1
41.81,-93.61,2023-05-29,2023,5,31.5,17.7,23.4,0.0,66.0,9.3
41.81,-93.61,2023-05-30,2023,5,20.9,5.9,13.8,0.0,75.8,3.5
41.81,-93.61,2023-05-31,2023,5,23.6,10.9,17.3,0.0,51.6,4.1
41.81,-93.61,2023-06-01,2023,6,42.9,26.1,31.9,1.7,76.5,6.2
41.81,-93.61,2023-06-02,2023,6,29.0,10.3,21.2,0.0,77.2,8.5
41.81,-93.61,2023-06-03,2023,6,35.0,15.2,25.3,0.0,70.4,5.7
41.81,-93.61,2023-06-04,2023,6,33.6,20.0,28.0,0.0,56.3,4.7
41.81,-93.61,2023-06-05,2023,6,32.8,11.0,21.7,0.0,66.9,9.7
41.81,-93.61,2023-06-06,2023,6,28.6,14.1,22.0,2.4,75.4,9.7
41.81,-93.61,2023-06-07,2023,6,36.9,20.5,26.5,0.0,70.2,7.6
41.81,-93.61,2023-06-08,2023,6,27.1,12.2,22.1,0.9,63.9,6.3
41.81,-93.61,2023-06-09,2023,6,31.1,14.7,25.3,0.0,46.3,5.3
41.81,-93.61,2023-06-10,2023,6,36.7,16.0,26.2,0.2,71.8,8.8
41.81,-93.61,2023-06-11,2023,6,29.3,15.2,23.7,0.0,82.5,10.0
41.81,-93.61,2023-06-12,2023,6,35.3,17.4,25.4,0.0,80.8,4.9
41.81,-93.61,2023-06-13,2023,6,33.0,13.8,24.3,0.0,57.8,5.6
41.81,-93.61,2023-06-14,2023,6,33.9,16.9,25.1,0.0,55.4,7.5
41.81,-93.61,2023-06-15,2023,6,35.7,16.3,26.6,0.6,67.2,9.1
41.81,-93.61,2023-06-16,2023,6,34.0,16.9,25.1,0.0,50.0,4.0
41.81,-93.61,2023-06-17,2023,6,27.3,8.3,20.1,0.0,68.6,7.9
41.81,-93.61,2023-06-18,2023,6,28.7,9.1,20.9,0.0,75.8,5.3
41.81,-93.61,2023-06-19,2023,6,26.5,9.9,21.2,0.0,81.3,5.2
41.81,-93.61,2023-06-20,2023,6,37.2,18.2,29.9,3.9,79.4,4.9
41.81,-93.61,2023-06-21,2023,6,26.2,11.8,18.3,0.0,84.5,7.0
41.81,-93.61,2023-06-22,2023,6,35.7,15.7,26.0,0.0,63.9,7.4
41.81,-93.61,2023-06-23,2023,6,30.3,13.9,24.3,8.5,91.5,9.0
41.81,-93.61,2023-06-24,2023,6,30.4,13.5,25.3,0.0,77.0,7.4
41.81,-93.61,2023-06-25,2023,6,25.0,10.8,19.5,3.8,85.0,4.7
41.81,-93.61,2023-06-26,2023,6,26.5,12.3,20.4,0.0,63.3,6.1
41.81,-93.61,2023-06-27,2023,6,33.1,20.9,27.5,0.0,59.7,5.9
41.81,-93.61,2023-06-28,2023,6,36.0,20.9,27.9,6.7,80.4,9.2
41.81,-93.61,2023-06-29,2023,6,31.6,11.9,22.8,0.0,55.1,7.3
41.81,-93.61,2023-06-30,2023,6,23.7,7.5,18.4,0.0,71.1,3.2
41.81,-93.61,2023-07-01,2023,7,39.7,19.4,30.4,0.0,66.9,9.4
41.81,-93.61,2023-07-02,2023,7,41.4,25.5,33.9,0.0,62.6,6.2
41.81,-93.61,2023-07-03,2023,7,33.6,21.3,27.3,5.2,65.5,9.9
41.81,-93.61,2023-07-04,2023,7,34.2,16.1,23.9,0.0,45.3,9.1
41.81,-93.61,2023-07-05,2023,7,35.8,18.2,25.5,0.0,78.8,8.7
41.81,-93.61,2023-07-06,2023,7,33.2,14.8,25.9,0.0,65.0,7.7
41.81,-93.61,2023-07-07,2023,7,35.9,15.7,26.8,0.0,54.7,6.9
41.81,-93.61,2023-07-08,2023,7,34.1,15.3,24.3,1.9,62.6,8.4
41.81,-93.61,2023-07-09,2023,7,42.3,25.7,34.2,0.0,64.3,9.5
41.81,-93.61,2023-07-10,2023,7,38.2,23.9,29.4,0.0,50.9,8.7
41.81,-93.61,2023-07-11,2023,7,40.0,26.0,31.4,0.0,69.8,7.8
41.81,-93.61,2023-07-12,2023,7,38.7,17.7,26.9,0.2,91.5,9.3
41.81,-93.61,2023-07-13,2023,7,36.3,18.6,25.3,0.0,65.3,4.3
41.81,-93.61,2023-07-14,2023,7,43.4,27.2,33.6,2.4,85.5,4.4
41.81,-93.61,2023-07-15,2023,7,27.6,12.8,22.6,0.8,91.9,4.2
41.81,-93.61,2023-07-16,2023,7,35.0,13.9,23.7,1.9,98.0,7.7
41.81,-93.61,2023-07-17,2023,7,39.5,25.0,31.2,5.2,95.4,5.8
41.81,-93.61,2023-07-18,2023,7,38.3,17.9,29.8,2.2,74.5,4.2
41.81,-93.61,2023-07-19,2023,7,27.9,12.0,22.0,0.0,80.6,9.6
41.81,-93.61,2023-07-20,2023,7,37.6,20.7,26.5,0.6,74.1,4.7
41.81,-93.61,2023-07-21,2023,7,36.4,20.9,30.3,2.6,71.4,10.0
41.81,-93.61,2023-07-22,2023,7,40.6,23.1,29.1,0.0,61.8,7.5
41.81,-93.61,2023-07-23,2023,7,39.0,26.1,31.6,0.0,66.8,7.3
41.81,-93.61,2023-07-24,2023,7,37.7,21.8,27.2,0.0,84.6,4.6
41.81,-93.61,2023-07-25,2023,7,37.0,21.0,29.4,5.6,74.6,6.6
41.81,-93.61,2023-07-26,2023,7,30.2,9.3,21.1,0.0,48.9,5.9
41.81,-93.61,2023-07-27,2023,7,39.2,21.5,31.1,0.0,49.2,8.6
41.81,-93.61,2023-07-28,2023,7,35.0,14.1,24.8,0.0,57.4,6.6
41.81,-93.61,2023-07-29,2023,7,31.1,12.7,23.8,1.0,84.4,8.6
41.81,-93.61,2023-07-30,2023,7,32.7,17.5,22.8,0.0,52.4,9.9
41.81,-93.61,2023-07-31,2023,7,36.7,19.6,29.5,0.6,97.0,7.9
41.81,-93.61,2023-08-01,2023,8,37.7,18.3,27.0,2.1,95.3,4.1
41.81,-93.61,2023-08-02,2023,8,30.2,17.7,23.4,0.0,51.4,9.0
41.81,-93.61,2023-08-03,2023,8,30.5,14.8,23.0,0.0,73.5,8.4
41.81,-93.61,2023-08-04,2023,8,34.1,20.6,29.1,0.0,54.6,7.3
41.81,-93.61,2023-08-05,2023,8,35.6,19.0,27.3,2.6,90.7,6.5
41.81,-93.61,2023-08-06,2023,8,38.0,15.4,26.9,4.3,68.9,6.4
41.81,-93.61,2023-08-07,2023,8,35.1,16.3,25.3,0.0,77.6,8.1
41.81,-93.61,2023-08-08,2023,8,29.6,16.2,23.1,0.0,74.6,4.2
41.81,-93.61,2023-08-09,2023,8,40.7,19.7,30.0,0.0,61.0,4.7
41.81,-93.61,2023-08-10,2023,8,34.3,15.0,23.5,0.1,81.0,8.5
41.81,-93.61,2023-08-11,2023,8,34.8,17.9,24.4,0.0,67.8,6.0
41.81,-93.61,2023-08-12,2023,8,31.0,12.2,22.5,0.0,79.7,6.9
41.81,-93.61,2023-08-13,2023,8,35.9,14.6,24.6,0.3,92.0,6.1
41.81,-93.61,2023-08-14,2023,8,38.2,15.6,26.3,0.0,45.0,4.6
41.81,-93.61,2023-08-15,2023,8,34.3,16.7,24.6,6.1,76.8,8.0
41.81,-93.61,2023-08-16,2023,8,33.5,13.5,24.0,10.0,67.3,6.5
41.81,-93.61,2023-08-17,2023,8,34.0,18.1,25.3,0.0,73.7,8.3
41.81,-93.61,2023-08-18,2023,8,33.3,18.8,25.5,0.7,89.1,7.9
41.81,-93.61,2023-08-19,2023,8,33.0,14.8,26.0,0.0,47.8,4.4
41.81,-93.61,2023-08-20,2023,8,35.5,13.8,24.3,1.3,85.5,9.2
41.81,-93.61,2023-08-21,2023,8,31.2,15.3,24.0,0.0,75.8,9.3
41.81,-93.61,2023-08-22,2023,8,34.0,18.9,28.2,5.4,65.7,8.0
41.81,-93.61,2023-08-23,2023,8,32.0,11.0,22.0,0.0,65.9,8.7
41.81,-93.61,2023-08-24,2023,8,38.4,20.5,28.3,0.0,59.2,4.5
41.81,-93.61,2023-08-25,2023,8,29.0,16.1,21.8,0.6,77.6,8.7
41.81,-93.61,2023-08-26,2023,8,31.0,14.5,25.7,0.0,64.7,8.6
41.81,-93.61,2023-08-27,2023,8,32.3,15.8,23.2,6.4,77.2,9.5
41.81,-93.61,2023-08-28,2023,8,40.8,19.9,29.7,0.0,72.2,6.3
41.81,-93.61,2023-08-29,2023,8,44.3,27.1,32.5,2.4,66.2,7.3
41.81,-93.61,2023-08-30,2023,8,32.4,18.9,25.3,0.0,79.2,7.9
41.81,-93.61,2023-08-31,2023,8,30.8,16.2,24.6,0.0,62.6,6.8
41.81,-93.61,2023-09-01,2023,9,28.7,12.3,17.7,0.0,75.7,3.7
41.81,-93.61,2023-09-02,2023,9,33.9,12.1,23.5,6.1,74.4,4.0
41.81,-93.61,2023-09-03,2023,9,29.8,16.2,22.0,0.0,84.9,7.8
41.81,-93.61,2023-09-04,2023,9,27.5,10.8,20.2,0.0,47.0,5.2
41.81,-93.61,2023-09-05,2023,9,26.7,8.1,18.0,0.0,45.6,4.2
41.81,-93.61,2023-09-06,2023,9,30.3,14.8,22.2,0.0,65.5,5.1
41.81,-93.61,2023-09-07,2023,9,26.6,8.1,18.4,0.0,62.3,6.7
41.81,-93.61,2023-09-08,2023,9,31.8,14.2,21.8,0.0,50.7,6.2
41.81,-93.61,2023-09-09,2023,9,29.8,13.6,22.6,1.2,73.2,9.1
41.81,-93.61,2023-09-10,2023,9,27.0,16.1,21.5,0.0,61.3,5.0
41.81,-93.61,2023-09-11,2023,9,23.1,12.4,17.7,0.0,79.6,7.0
41.81,-93.61,2023-09-12,2023,9,28.0,10.0,20.5,0.0,64.3,6.4
41.81,-93.61,2023-09-13,2023,9,26.0,8.0,18.7,0.0,53.0,2.6
41.81,-93.61,2023-09-14,2023,9,26.4,8.2,17.9,0.0,76.9,6.9
41.81,-93.61,2023-09-15,2023,9,31.8,17.5,23.6,0.0,58.6,6.4
41.81,-93.61,2023-09-16,2023,9,29.5,10.3,19.9,0.9,83.8,2.5
41.81,-93.61,2023-09-17,2023,9,28.5,9.8,17.6,2.8,82.2,3.0
41.81,-93.61,2023-09-18,2023,9,32.8,13.8,22.0,4.0,65.3,9.8
41.81,-93.61,2023-09-19,2023,9,33.6,19.1,25.4,0.0,56.6,8.1
41.81,-93.61,2023-09-20,2023,9,25.9,12.4,19.1,0.0,77.6,5.7
41.81,-93.61,2023-09-21,2023,9,29.7,11.3,20.7,0.0,67.2,6.2
41.81,-93.61,2023-09-22,2023,9,25.4,8.9,19.8,0.0,71.8,3.2
41.81,-93.61,2023-09-23,2023,9,26.7,9.5,16.9,5.9,64.2,6.6
41.81,-93.61,2023-09-24,2023,9,28.2,12.7,22.5,1.8,67.5,9.2
41.81,-93.61,2023-09-25,2023,9,29.1,11.6,19.8,0.0,62.3,4.5
41.81,-93.61,2023-09-26,2023,9,28.4,9.2,20.2,0.0,71.8,8.3
41.81,-93.61,2023-09-27,2023,9,26.2,13.3,19.7,0.0,78.2,5.9
41.81,-93.61,2023-09-28,2023,9,27.5,14.9,22.1,0.0,54.9,7.7
41.81,-93.61,2023-09-29,2023,9,26.9,8.5,15.3,0.0,66.6,2.6
41.81,-93.61,2023-09-30,2023,9,32.1,10.7,21.3,0.0,70.5,8.3
41.81,-93.61,2023-10-01,2023,10,20.1,7.9,13.9,0.0,77.6,6.8
41.81,-93.61,2023-10-02,2023,10,27.5,6.2,16.5,3.2,80.8,6.4
41.81,-93.61,2023-10-03,2023,10,11.6,-5.6,5.7,0.0,68.3,3.2
41.81,-93.61,2023-10-04,2023,10,13.7,-5.0,6.1,0.6,70.4,5.4
41.81,-93.61,2023-10-05,2023,10,19.3,-1.9,9.4,2.8,83.5,4.0
41.81,-93.61,2023-10-06,2023,10,22.9,7.2,13.6,0.0,45.9,5.4
41.81,-93.61,2023-10-07,2023,10,24.1,5.0,15.6,0.0,58.4,7.3
41.81,-93.61,2023-10-08,2023,10,22.4,6.6,12.3,4.3,78.7,5.0
41.81,-93.61,2023-10-09,2023,10,23.8,1.8,12.5,0.0,49.1,5.7
41.81,-93.61,2023-10-10,2023,10,19.9,4.6,10.8,0.0,57.5,5.7
41.81,-93.61,2023-10-11,2023,10,20.0,4.2,11.3,0.6,84.8,2.6
41.81,-93.61,2023-10-12,2023,10,18.3,1.1,12.7,1.2,65.3,7.6
41.81,-93.61,2023-10-13,2023,10,20.8,-0.1,10.4,0.0,73.2,2.3
41.81,-93.61,2023-10-14,2023,10,22.1,5.5,13.2,0.0,68.6,6.4
41.81,-93.61,2023-10-15,2023,10,20.6,0.7,12.6,4.2,63.9,2.5
41.81,-93.61,2023-10-16,2023,10,16.8,-0.4,9.5,0.0,70.1,6.6
41.81,-93.61,2023-10-17,2023,10,24.8,5.7,15.3,0.0,53.9,7.5
41.81,-93.61,2023-10-18,2023,10,21.4,-0.3,9.5,0.0,66.5,2.7
41.81,-93.61,2023-10-19,2023,10,22.8,5.0,13.9,0.0,80.5,5.4
41.81,-93.61,2023-10-20,2023,10,20.1,7.4,13.2,0.0,81.8,5.0
41.81,-93.61,2023-10-21,2023,10,21.6,7.9,14.0,0.0,54.6,6.3
41.81,-93.61,2023-10-22,2023,10,18.9,0.1,10.9,0.0,49.9,4.7
41.81,-93.61,2023-10-23,2023,10,24.8,8.6,16.0,0.0,49.6,3.3
41.81,-93.61,2023-10-24,2023,10,20.4,1.1,10.4,0.0,78.4,4.9
41.81,-93.61,2023-10-25,2023,10,26.2,4.3,15.2,0.0,75.0,6.7
41.81,-93.61,2023-10-26,2023,10,21.5,8.2,15.3,0.5,91.1,7.7
41.81,-93.61,2023-10-27,2023,10,22.8,4.7,15.6,0.0,80.8,6.8
41.81,-93.61,2023-10-28,2023,10,26.3,3.6,14.4,0.0,49.4,7.2
41.81,-93.61,2023-10-29,2023,10,24.4,11.5,16.7,2.8,64.6,6.5
41.81,-93.61,2023-10-30,2023,10,22.0,5.1,14.0,0.0,55.1,4.5
41.81,-93.61,2023-10-31,2023,10,21.5,5.1,14.5,0.0,71.0,7.4
41.81,-93.61,2023-11-01,2023,11,18.6,-4.5,7.0,0.0,67.1,2.6
41.81,-93.61,2023-11-02,2023,11,9.4,-1.5,4.2,0.0,48.6,3.0
41.81,-93.61,2023-11-03,2023,11,9.3,-4.0,3.9,0.0,77.5,7.4
41.81,-93.61,2023-11-04,2023,11,13.8,-6.4,3.8,0.0,77.3,2.4
41.81,-93.61,2023-11-05,2023,11,18.0,0.5,8.8,0.0,50.1,3.3
41.81,-93.61,2023-11-06,2023,11,13.9,-1.9,8.3,0.0,49.2,4.4
41.81,-93.61,2023-11-07,2023,11,15.7,-4.2,6.6,0.0,64.7,3.7
41.81,-93.61,2023-11-08,2023,11,15.1,3.3,9.3,0.0,83.4,2.7
41.81,-93.61,2023-11-09,2023,11,13.4,-2.6,4.1,2.7,80.3,2.1
41.81,-93.61,2023-11-10,2023,11,16.8,-1.3,6.6,0.9,71.5,3.8
41.81,-93.61,2023-11-11,2023,11,18.7,3.6,9.2,0.0,66.9,6.3
41.81,-93.61,2023-11-12,2023,11,20.9,-2.6,8.9,0.0,72.4,2.2
41.81,-93.61,2023-11-13,2023,11,16.0,-2.4,7.2,0.0,60.4,5.3
41.81,-93.61,2023-11-14,2023,11,13.4,-3.9,5.6,2.7,86.6,4.1
41.81,-93.61,2023-11-15,2023,11,17.7,0.7,7.6,0.0,47.8,4.6
41.81,-93.61,2023-11-16,2023,11,19.0,-2.2,8.7,0.0,76.8,4.6
41.81,-93.61,2023-11-17,2023,11,14.4,-0.6,4.6,0.0,72.4,7.2
41.81,-93.61,2023-11-18,2023,11,11.0,-6.5,4.1,0.2,60.6,3.8
41.81,-93.61,2023-11-19,2023,11,14.9,-1.4,9.2,0.0,55.1,5.6
41.81,-93.61,2023-11-20,2023,11,15.4,1.8,6.9,0.0,75.0,3.1
41.81,-93.61,2023-11-21,2023,11,17.2,-5.8,5.5,0.0,48.1,4.1
41.81,-93.61,2023-11-22,2023,11,16.1,-1.9,4.1,0.0,80.2,2.9
41.81,-93.61,2023-11-23,2023,11,13.4,-6.7,5.1,0.0,73.1,2.5
41.81,-93.61,2023-11-24,2023,11,11.3,-6.7,1.4,0.0,66.8,2.8
41.81,-93.61,2023-11-25,2023,11,20.2,-0.7,9.5,0.0,59.7,7.5
41.81,-93.61,2023-11-26,2023,11,12.8,-7.3,2.2,0.2,97.5,3.7
41.81,-93.61,2023-11-27,2023,11,18.6,3.7,9.0,0.0,54.2,2.8
41.81,-93.61,2023-11-28,2023,11,18.3,3.3,8.3,0.0,59.4,6.1
41.81,-93.61,2023-11-29,2023,11,18.4,-1.3,8.1,0.0,62.1,5.3
41.81,-93.61,2023-11-30,2023,11,14.1,-3.3,6.0,0.0,54.5,3.4
41.81,-93.61,2023-12-01,2023,12,4.2,-11.6,-1.7,0.0,68.2,5.2
41.81,-93.61,2023-12-02,2023,12,15.7,-3.9,4.2,0.0,51.5,6.0
41.81,-93.61,2023-12-03,2023,12,7.4,-13.4,-1.5,0.0,56.5,5.4
41.81,-93.61,2023-12-04,2023,12,6.4,-11.7,-0.7,0.0,77.4,3.1
